gender,人口,時間軸（年月日現在）,,全国・都道府県,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85歳以上
男,総人口,2023年10月1日現在,,千葉県,"3,099",105,123,133,140,166,175,172,188,206,243,265,218,182,170,203,176,131,102
男,総人口,2023年10月1日現在,,東京都,"6,914",236,268,269,277,430,527,478,485,511,559,586,506,398,322,351,297,218,196
男,総人口,2023年10月1日現在,,神奈川県,"4,578",154,180,194,206,260,284,263,280,308,363,404,350,278,233,268,231,176,147
男,総人口,2023年10月1日現在,,新潟県,"1,034",32,40,45,48,45,45,48,58,65,77,78,70,69,74,86,64,46,44
男,総人口,2023年10月1日現在,,富山県,490,16,19,21,23,24,24,24,26,30,39,41,32,30,30,37,33,22,19
男,総人口,2023年10月1日現在,,石川県,539,19,23,24,27,31,29,27,29,33,42,43,35,32,32,38,33,23,19
男,総人口,2023年10月1日現在,,福井県,364,13,15,17,18,17,17,18,20,22,27,28,24,24,23,28,21,15,14
男,総人口,2023年10月1日現在,,山梨県,391,13,15,17,19,21,19,19,21,23,28,31,28,26,26,29,23,17,16
男,総人口,2023年10月1日現在,,長野県,981,33,40,44,47,42,45,46,52,60,74,77,67,63,63,74,61,46,46
男,総人口,2023年10月1日現在,,岐阜県,938,31,39,45,47,48,45,45,51,57,71,74,63,58,57,70,58,42,36
男,総人口,2023年10月1日現在,,静岡県,"1,754",57,71,80,83,81,85,89,102,112,132,141,122,111,110,129,105,78,66
男,総人口,2023年10月1日現在,,愛知県,"3,726",140,162,174,180,212,225,221,235,250,291,312,258,214,189,219,191,142,111
男,総人口,2023年10月1日現在,,三重県,844,29,34,39,41,41,43,43,48,52,64,68,58,53,51,60,50,37,33
男,総人口,2023年10月1日現在,,滋賀県,695,27,32,35,36,40,38,38,42,45,53,54,44,40,39,46,36,26,22
男,総人口,2023年10月1日現在,,京都府,"1,210",40,48,53,59,79,72,61,66,73,90,97,81,71,66,83,73,53,46
男,総人口,2023年10月1日現在,,大阪府,"4,191",152,169,183,195,245,253,236,246,262,318,359,297,244,214,263,234,180,141
男,総人口,2023年10月1日現在,,兵庫県,"2,551",92,110,120,126,129,123,126,143,158,192,210,177,158,151,180,152,111,95
男,総人口,2023年10月1日現在,,奈良県,609,21,25,28,31,31,26,27,32,35,44,48,41,38,38,47,41,31,26
男,総人口,2023年10月1日現在,,和歌山県,420,14,17,19,20,18,17,19,23,24,30,33,28,28,29,34,28,21,18
男,総人口,2023年10月1日現在,,鳥取県,257,10,11,12,13,12,11,12,14,17,19,18,16,17,18,21,15,10,11
男,総人口,2023年10月1日現在,,島根県,314,11,14,15,15,14,13,14,17,19,23,22,19,20,22,26,20,13,15
男,総人口,2023年10月1日現在,,岡山県,889,33,38,42,44,48,47,45,50,54,66,68,55,52,54,64,55,39,36
男,総人口,2023年10月1日現在,,広島県,"1,329",48,58,64,65,69,68,70,77,84,101,106,85,78,78,93,80,56,49
男,総人口,2023年10月1日現在,,山口県,618,20,25,28,29,29,27,28,33,37,45,47,38,38,42,52,41,30,27
男,総人口,2023年10月1日現在,,徳島県,332,11,13,14,15,15,15,15,18,21,24,24,21,22,24,29,22,15,15
男,総人口,2023年10月1日現在,,香川県,448,16,19,21,22,21,20,22,25,28,34,35,28,27,28,35,29,19,19
男,総人口,2023年10月1日現在,,愛媛県,613,20,25,28,29,27,27,29,33,37,46,46,40,40,42,51,40,27,27
男,総人口,2023年10月1日現在,,高知県,316,10,12,13,15,14,13,13,16,19,24,24,20,21,22,27,22,15,15
男,総人口,2023年10月1日現在,,福岡県,"2,418",97,113,120,119,139,135,129,147,162,181,180,148,141,145,171,127,89,78
男,総人口,2023年10月1日現在,,佐賀県,377,15,18,19,20,18,17,18,21,24,26,25,23,25,27,30,21,14,15
男,総人口,2023年10月1日現在,,長崎県,598,22,27,29,29,25,24,27,32,35,41,42,38,42,45,52,36,25,26
男,総人口,2023年10月1日現在,,熊本県,811,32,38,42,41,38,37,39,46,51,56,53,50,53,57,64,46,33,35
男,総人口,2023年10月1日現在,,大分県,522,18,22,25,26,25,23,24,29,32,38,37,31,33,36,43,33,23,23
男,総人口,2023年10月1日現在,,宮崎県,492,19,23,25,25,21,20,22,27,31,35,33,30,33,36,41,30,21,22
男,総人口,2023年10月1日現在,,鹿児島県,732,28,35,38,36,31,30,32,39,44,49,47,45,51,58,63,42,30,33
男,総人口,2023年10月1日現在,,沖縄県,723,37,41,42,40,38,39,40,46,48,53,52,44,45,45,45,25,21,21
男,総人口,2024年10月1日現在,,全国,"60,233","2,015","2,412","2,657","2,799","3,231","3,356","3,289","3,509","3,871","4,432","4,943","4,251","3,753","3,539","3,872","3,566","2,553","2,184"
男,総人口,2024年10月1日現在,,北海道,"2,382",69,87,99,106,117,116,118,131,148,175,190,165,160,157,183,154,105,101
男,総人口,2024年10月1日現在,,青森県,549,16,20,23,24,23,22,25,29,34,40,43,40,41,42,46,37,24,22
男,総人口,2024年10月1日現在,,岩手県,553,15,20,24,25,24,23,25,29,34,40,42,38,40,42,45,36,25,25
男,総人口,2024年10月1日現在,,宮城県,"1,096",34,43,48,51,62,60,58,65,73,82,86,73,70,71,77,62,43,39
男,総人口,2024年10月1日現在,,秋田県,424,10,14,17,18,16,15,17,21,26,31,31,29,32,35,39,31,21,22
男,総人口,2024年10月1日現在,,山形県,491,14,18,21,23,21,20,22,26,31,35,35,32,34,37,41,33,22,23
男,総人口,2024年10月1日現在,,福島県,861,25,32,37,39,38,37,42,48,54,62,65,59,62,66,71,54,37,34
男,総人口,2024年10月1日現在,,茨城県,"1,404",43,53,60,65,73,73,74,81,90,103,115,97,87,89,100,87,64,49
男,総人口,2024年10月1日現在,,栃木県,942,28,36,40,44,47,47,50,56,62,71,77,65,60,62,68,58,39,31
男,総人口,2024年10月1日現在,,群馬県,937,29,35,40,45,49,47,49,52,58,69,77,66,58,59,65,61,43,34
男,総人口,2024年10月1日現在,,埼玉県,"3,640",120,142,155,166,200,211,209,218,238,277,319,267,218,196,218,209,160,118
男,総人口,2024年10月1日現在,,千葉県,"3,094",102,120,131,139,166,178,174,185,203,233,268,226,187,169,188,183,137,105
男,総人口,2024年10月1日現在,,東京都,"6,960",229,264,271,283,434,543,494,477,506,544,589,522,415,327,326,311,226,199
男,総人口,2024年10月1日現在,,神奈川県,"4,576",149,175,192,206,259,289,269,274,302,348,404,362,288,236,248,240,183,152
男,総人口,2024年10月1日現在,,新潟県,"1,021",30,38,44,47,46,44,48,56,63,75,79,71,68,72,80,69,47,44
男,総人口,2024年10月1日現在,,富山県,486,15,18,20,23,24,24,24,26,29,36,42,33,31,30,34,35,24,19
男,総人口,2024年10月1日現在,,石川県,534,18,22,24,26,31,29,27,29,32,40,44,36,32,32,35,36,24,19
男,総人口,2024年10月1日現在,,福井県,361,13,15,17,18,18,17,18,20,22,26,28,24,23,23,26,23,16,14
男,総人口,2024年10月1日現在,,山梨県,389,12,15,16,18,21,19,19,21,23,27,31,29,27,26,28,24,18,16
男,総人口,2024年10月1日現在,,長野県,973,32,39,44,46,43,43,46,51,58,71,79,69,63,63,68,64,48,45
男,総人口,2024年10月1日現在,,岐阜県,930,30,38,44,46,49,44,45,50,56,67,76,64,59,57,64,62,44,36
男,総人口,2024年10月1日現在,,静岡県,"1,740",54,68,79,82,84,83,88,99,109,127,143,125,112,110,120,110,81,67
男,総人口,2024年10月1日現在,,愛知県,"3,717",134,158,173,179,213,225,222,231,248,278,317,267,220,190,201,199,148,115
男,総人口,2024年10月1日現在,,三重県,837,28,33,38,40,42,42,43,47,51,61,69,59,54,51,56,53,39,33
男,総人口,2024年10月1日現在,,滋賀県,693,26,31,35,36,40,39,37,41,45,51,56,46,41,39,42,39,28,22
男,総人口,2024年10月1日現在,,京都府,"1,203",38,47,52,59,77,74,62,64,71,86,99,83,72,65,74,77,56,47
男,総人口,2024年10月1日現在,,大阪府,"4,185",149,166,180,194,245,260,240,242,259,300,362,309,252,213,239,244,186,145
男,総人口,2024年10月1日現在,,兵庫県,"2,535",89,107,119,125,131,122,125,139,155,182,212,182,160,150,165,161,116,96
男,総人口,2024年10月1日現在,,奈良県,604,20,25,28,30,31,26,27,31,35,41,49,42,38,37,43,43,33,26
男,総人口,2024年10月1日現在,,和歌山県,415,14,17,19,20,18,17,19,22,24,29,33,29,28,28,31,29,21,18
男,総人口,2024年10月1日現在,,鳥取県,254,9,11,12,12,12,11,11,14,16,18,19,16,16,18,20,17,11,11
男,総人口,2024年10月1日現在,,島根県,311,11,13,15,15,14,13,14,16,19,22,23,19,20,22,25,22,14,15
男,総人口,2024年10月1日現在,,岡山県,882,32,37,41,43,48,47,45,49,53,63,70,56,52,54,58,58,41,36
男,総人口,2024年10月1日現在,,広島県,"1,318",46,56,63,65,69,68,69,75,82,96,109,88,78,77,86,85,58,49
男,総人口,2024年10月1日現在,,山口県,610,19,24,27,29,29,27,28,32,36,43,48,39,37,41,48,44,31,27
男,総人口,2024年10月1日現在,,徳島県,328,11,12,14,14,15,15,14,17,20,23,25,21,21,24,27,24,16,15
男,総人口,2024年10月1日現在,,香川県,444,15,18,20,21,22,20,22,25,27,33,36,29,27,28,32,32,20,19
男,総人口,2024年10月1日現在,,愛媛県,606,19,24,28,28,27,27,29,32,37,43,48,40,39,41,47,43,28,27
男,総人口,2024年10月1日現在,,高知県,311,9,12,13,14,14,13,13,15,18,23,24,20,21,22,25,24,16,15
男,総人口,2024年10月1日現在,,福岡県,"2,413",94,110,119,119,139,136,130,142,160,176,185,152,140,143,159,137,93,79
男,総人口,2024年10月1日現在,,佐賀県,375,15,18,19,20,19,17,18,20,24,26,26,23,24,26,29,23,15,14
男,総人口,2024年10月1日現在,,長崎県,591,21,26,29,29,26,24,26,31,35,39,42,38,41,44,49,40,25,26
男,総人口,2024年10月1日現在,,熊本県,806,31,37,41,40,39,37,39,45,50,55,55,49,51,56,61,50,33,35
男,総人口,2024年10月1日現在,,大分県,517,18,21,24,25,25,23,24,28,32,37,38,32,32,36,40,36,24,23
男,総人口,2024年10月1日現在,,宮崎県,488,18,22,25,24,21,20,22,26,30,34,34,30,32,35,39,32,21,22
男,総人口,2024年10月1日現在,,鹿児島県,724,27,33,37,36,31,30,31,38,44,47,48,45,49,57,61,47,31,33
男,総人口,2024年10月1日現在,,沖縄県,722,35,41,42,40,38,38,40,45,48,51,53,45,44,45,46,28,21,22
男,日本人人口,2020年10月1日現在,,全国,"60,003","2,282","2,580","2,724","2,883","3,016","3,038","3,245","3,676","4,203","4,915","4,328","3,913","3,639","3,970","4,314","3,132","2,223","1,922"
男,日本人人口,2020年10月1日現在,,北海道,"2,449",83,97,105,114,114,113,124,143,168,194,168,164,162,188,191,131,99,93
男,日本人人口,2020年10月1日現在,,青森県,581,19,23,25,27,24,24,27,33,39,43,41,41,43,48,48,31,24,21
男,日本人人口,2020年10月1日現在,,岩手県,580,19,23,26,27,24,24,28,33,39,43,39,41,43,47,45,31,25,24
男,日本人人口,2020年10月1日現在,,宮城県,"1,112",41,47,50,57,60,56,62,71,80,87,76,72,72,80,77,52,38,36
男,日本人人口,2020年10月1日現在,,秋田県,451,13,16,19,19,16,17,20,25,30,32,29,32,36,41,40,26,22,21
男,日本人人口,2020年10月1日現在,,山形県,514,18,21,23,25,22,21,25,30,34,35,32,34,38,43,41,28,22,23
男,日本人人口,2020年10月1日現在,,福島県,898,31,36,39,43,39,41,47,53,60,66,60,63,67,74,68,45,34,33
男,日本人人口,2020年10月1日現在,,茨城県,"1,397",48,58,63,68,66,66,73,84,97,114,99,89,90,103,106,78,53,42
男,日本人人口,2020年10月1日現在,,栃木県,944,34,39,43,45,42,45,51,59,68,78,65,61,62,71,72,48,33,28
男,日本人人口,2020年10月1日現在,,群馬県,929,32,38,43,46,43,43,47,54,64,76,66,60,58,67,73,52,35,32
男,日本人人口,2020年10月1日現在,,埼玉県,"3,560",131,148,158,168,184,183,193,221,258,315,274,232,203,223,251,196,131,90
男,日本人人口,2020年10月1日現在,,千葉県,"3,039",110,126,134,144,159,155,165,189,217,263,232,197,174,191,218,168,114,84
男,日本人人口,2020年10月1日現在,,東京都,"6,624",258,264,258,270,387,452,445,485,520,581,531,450,352,340,378,280,198,173
男,日本人人口,2020年10月1日現在,,神奈川県,"4,475",165,185,195,209,250,247,249,283,327,395,370,310,249,254,286,222,156,123
男,日本人人口,2020年10月1日現在,,新潟県,"1,062",36,43,47,50,46,46,53,61,73,80,72,70,73,83,85,57,44,42
男,日本人人口,2020年10月1日現在,,富山県,494,17,20,22,24,22,22,24,28,34,42,34,31,30,34,42,29,20,18
男,日本人人口,2020年10月1日現在,,石川県,542,21,24,25,29,30,26,27,31,37,45,37,33,32,36,43,29,19,17
男,日本人人口,2020年10月1日現在,,福井県,367,14,17,18,18,17,17,19,21,25,28,24,24,24,26,28,19,14,14
男,日本人人口,2020年10月1日現在,,山梨県,390,14,16,17,20,19,18,19,21,25,30,29,27,26,29,29,22,15,15
男,日本人人口,2020年10月1日現在,,長野県,985,36,42,46,48,41,43,47,54,66,78,69,64,63,69,76,58,42,43
男,日本人人口,2020年10月1日現在,,岐阜県,934,34,42,45,48,43,40,45,52,63,75,65,60,58,64,74,54,38,33
男,日本人人口,2020年10月1日現在,,静岡県,"1,746",64,75,81,83,74,81,91,104,119,141,125,115,111,122,132,99,70,59
男,日本人人口,2020年10月1日現在,,愛知県,"3,633",150,166,173,181,197,203,213,234,261,313,271,233,197,204,236,182,125,94
男,日本人人口,2020年10月1日現在,,三重県,838,31,36,39,41,38,39,43,48,56,69,59,56,52,56,63,47,34,30
男,日本人人口,2020年10月1日現在,,滋賀県,680,29,33,35,37,37,34,37,42,48,56,46,42,39,43,47,33,22,20
男,日本人人口,2020年10月1日現在,,京都府,"1,203",45,51,54,63,75,62,61,68,81,98,85,75,67,73,91,68,47,40
男,日本人人口,2020年10月1日現在,,大阪府,"4,117",160,174,186,203,228,220,226,245,281,354,316,268,222,241,290,228,158,116
男,日本人人口,2020年10月1日現在,,兵庫県,"2,547",101,115,122,128,122,117,130,148,171,210,185,166,152,167,191,142,97,83
男,日本人人口,2020年10月1日現在,,奈良県,618,23,27,29,33,30,25,29,33,39,48,43,40,38,44,50,39,27,22
男,日本人人口,2020年10月1日現在,,和歌山県,432,16,18,20,21,18,19,21,23,27,33,29,29,29,32,36,26,19,17
男,日本人人口,2020年10月1日現在,,鳥取県,263,11,12,13,13,12,11,13,16,18,19,16,16,18,21,21,14,10,10
男,日本人人口,2020年10月1日現在,,島根県,320,13,14,15,16,13,13,15,18,21,23,19,20,22,25,27,17,13,15
男,日本人人口,2020年10月1日現在,,岡山県,894,36,41,43,46,46,43,46,52,60,71,58,53,54,60,68,50,34,33
男,日本人人口,2020年10月1日現在,,広島県,"1,330",53,62,64,67,65,65,71,79,91,109,91,81,79,88,100,73,49,44
男,日本人人口,2020年10月1日現在,,山口県,629,23,27,29,31,28,27,30,34,41,49,40,38,41,48,54,38,27,26
男,日本人人口,2020年10月1日現在,,徳島県,341,12,14,14,16,16,14,16,19,22,25,22,22,24,28,30,19,14,14
男,日本人人口,2020年10月1日現在,,香川県,452,17,20,21,23,19,20,23,26,31,36,30,27,29,32,38,25,18,18
男,日本人人口,2020年10月1日現在,,愛媛県,627,22,27,29,30,26,27,30,35,41,48,41,40,42,48,52,35,26,26
男,日本人人口,2020年10月1日現在,,高知県,324,11,13,14,15,14,13,14,18,22,25,20,21,22,25,29,19,14,15
男,日本人人口,2020年10月1日現在,,福岡県,"2,389",104,117,118,122,129,120,131,152,169,187,157,143,145,164,169,113,80,70
男,日本人人口,2020年10月1日現在,,佐賀県,382,17,19,20,20,17,17,19,23,25,27,23,24,26,30,28,18,14,14
男,日本人人口,2020年10月1日現在,,長崎県,612,25,29,30,30,24,25,29,34,38,43,39,40,45,51,49,31,25,24
男,日本人人口,2020年10月1日現在,,熊本県,815,35,40,41,41,35,35,41,48,53,56,49,51,57,64,62,40,32,33
男,日本人人口,2020年10月1日現在,,大分県,528,21,24,25,26,22,22,26,30,36,38,32,32,36,41,43,29,22,22
男,日本人人口,2020年10月1日現在,,宮崎県,502,21,25,26,25,20,21,24,29,33,35,30,32,36,41,40,26,21,21
男,日本人人口,2020年10月1日現在,,鹿児島県,744,31,37,38,36,29,29,35,43,46,49,44,49,57,64,58,38,31,32
男,日本人人口,2020年10月1日現在,,沖縄県,711,40,42,42,40,35,37,41,46,49,54,47,45,46,48,37,24,21,18
男,日本人人口,2021年10月1日現在,,全国,"59,687","2,203","2,540","2,714","2,827","3,006","3,036","3,163","3,604","4,046","4,849","4,590","3,853","3,616","3,794","4,541","2,976","2,301","2,027"
男,日本人人口,2021年10月1日現在,,北海道,"2,429",80,95,103,112,114,112,121,140,161,193,177,158,161,178,201,128,100,97
男,日本人人口,2021年10月1日現在,,青森県,573,18,22,24,27,23,24,26,32,37,43,42,40,43,46,51,30,24,22
男,日本人人口,2021年10月1日現在,,岩手県,574,18,23,25,27,23,24,27,32,37,43,41,39,42,46,48,29,25,25
男,日本人人口,2021年10月1日現在,,宮城県,"1,107",39,47,50,54,61,56,60,69,78,87,80,69,71,77,83,50,39,37
男,日本人人口,2021年10月1日現在,,秋田県,444,12,15,18,19,15,17,19,24,29,32,30,30,35,39,43,24,21,22
男,日本人人口,2021年10月1日現在,,山形県,508,17,20,23,24,21,21,24,29,33,36,34,33,37,41,45,26,22,23
男,日本人人口,2021年10月1日現在,,福島県,888,29,35,38,42,37,40,45,52,58,66,62,60,66,71,75,43,34,34
男,日本人人口,2021年10月1日現在,,茨城県,"1,389",47,56,62,67,66,65,71,82,94,112,106,87,87,99,112,75,56,45
男,日本人人口,2021年10月1日現在,,栃木県,938,32,38,42,45,41,45,50,58,65,77,70,59,61,68,76,47,34,29
男,日本人人口,2021年10月1日現在,,群馬県,922,31,37,42,46,43,42,45,52,61,75,71,58,57,64,76,51,37,33
男,日本人人口,2021年10月1日現在,,埼玉県,"3,552",126,146,157,164,184,184,191,217,248,308,294,232,203,212,261,186,138,99
男,日本人人口,2021年10月1日現在,,千葉県,"3,033",107,124,134,141,159,156,162,185,209,258,249,196,174,183,226,160,120,91
男,日本人人口,2021年10月1日現在,,東京都,"6,606",247,264,260,263,386,456,436,473,505,572,556,455,362,326,392,266,204,184
男,日本人人口,2021年10月1日現在,,神奈川県,"4,471",160,183,194,204,252,252,246,278,315,385,389,313,254,242,298,211,162,133
男,日本人人口,2021年10月1日現在,,新潟県,"1,051",35,42,47,49,45,45,51,60,70,80,76,67,71,79,91,54,44,43
男,日本人人口,2021年10月1日現在,,富山県,490,17,19,22,24,22,22,23,27,32,41,37,30,30,33,44,28,20,19
男,日本人人口,2021年10月1日現在,,石川県,538,20,23,25,28,30,26,27,30,35,45,40,33,32,34,45,28,20,18
男,日本人人口,2021年10月1日現在,,福井県,364,14,16,18,19,16,17,18,21,24,28,26,23,24,25,30,18,14,14
男,日本人人口,2021年10月1日現在,,山梨県,388,13,15,17,20,19,18,19,21,24,29,30,27,26,28,31,20,16,15
男,日本人人口,2021年10月1日現在,,長野県,978,35,41,46,48,40,42,46,53,63,77,73,63,62,66,80,55,43,45
男,日本人人口,2021年10月1日現在,,岐阜県,926,33,40,45,47,42,40,44,51,60,74,69,59,57,62,77,51,40,34
男,日本人人口,2021年10月1日現在,,静岡県,"1,733",60,74,81,83,73,80,88,101,114,139,133,112,110,116,140,94,73,62
男,日本人人口,2021年10月1日現在,,愛知県,"3,619",145,163,173,176,197,202,209,229,251,307,290,232,199,196,244,174,131,101
男,日本人人口,2021年10月1日現在,,三重県,831,30,35,39,41,37,39,42,47,54,67,63,54,51,54,66,45,35,31
男,日本人人口,2021年10月1日現在,,滋賀県,678,28,33,35,36,37,34,36,41,46,55,50,41,39,41,49,32,23,21
男,日本人人口,2021年10月1日現在,,京都府,"1,195",43,50,54,60,75,63,60,67,77,96,90,75,67,69,95,64,49,43
男,日本人人口,2021年10月1日現在,,大阪府,"4,097",156,172,184,196,229,223,222,242,269,343,337,269,224,227,300,212,166,125
男,日本人人口,2021年10月1日現在,,兵庫県,"2,529",97,113,122,126,122,115,126,145,163,206,197,164,151,159,200,134,102,88
男,日本人人口,2021年10月1日現在,,奈良県,613,22,26,29,32,30,25,28,32,37,48,46,39,37,41,53,36,29,24
男,日本人人口,2021年10月1日現在,,和歌山県,428,15,18,20,21,17,18,20,23,26,33,31,28,28,30,38,24,19,18
男,日本人人口,2021年10月1日現在,,鳥取県,261,10,12,12,13,12,11,13,15,17,20,17,16,18,20,22,13,10,11
男,日本人人口,2021年10月1日現在,,島根県,317,12,14,15,16,13,13,15,17,20,23,20,19,21,24,29,17,13,15
男,日本人人口,2021年10月1日現在,,岡山県,888,35,40,43,45,46,43,45,51,57,70,62,52,53,57,71,48,36,35
男,日本人人口,2021年10月1日現在,,広島県,"1,322",52,60,64,65,66,64,68,77,87,108,98,80,77,83,105,70,51,47
男,日本人人口,2021年10月1日現在,,山口県,623,22,26,29,30,28,26,29,34,39,48,43,36,39,46,57,36,28,27
男,日本人人口,2021年10月1日現在,,徳島県,338,11,14,14,15,15,14,15,19,21,25,23,21,23,27,32,18,15,15
男,日本人人口,2021年10月1日現在,,香川県,449,17,20,21,22,19,19,22,26,30,36,32,27,28,31,40,24,18,19
男,日本人人口,2021年10月1日現在,,愛媛県,621,22,26,29,30,26,26,29,34,40,48,43,39,41,45,56,33,27,26
男,日本人人口,2021年10月1日現在,,高知県,321,11,13,14,15,13,13,14,17,21,25,22,20,22,24,30,19,14,15
男,日本人人口,2021年10月1日現在,,福岡県,"2,384",101,115,119,118,130,121,127,150,165,186,167,139,143,156,181,108,84,73
男,日本人人口,2021年10月1日現在,,佐賀県,379,16,19,20,20,17,17,18,22,25,27,24,23,26,29,31,17,14,14
男,日本人人口,2021年10月1日現在,,長崎県,606,24,28,30,30,24,24,28,33,37,42,40,38,43,49,53,30,25,25
男,日本人人口,2021年10月1日現在,,熊本県,811,34,40,42,41,35,35,39,47,52,57,51,49,55,62,66,39,33,35
男,日本人人口,2021年10月1日現在,,大分県,523,20,23,25,26,22,22,25,30,34,39,35,30,34,39,46,28,23,23
男,日本人人口,2021年10月1日現在,,宮崎県,498,21,24,26,25,19,20,23,28,32,35,31,30,34,39,43,25,21,22
男,日本人人口,2021年10月1日現在,,鹿児島県,739,31,36,38,36,29,29,34,41,46,49,46,46,54,62,63,36,31,32
男,日本人人口,2021年10月1日現在,,沖縄県,712,38,42,42,40,35,36,40,46,48,54,49,43,45,47,43,21,21,19
男,日本人人口,2022年10月1日現在,,全国,"59,314","2,131","2,492","2,684","2,781","2,987","3,028","3,098","3,529","3,923","4,712","4,685","3,980","3,644","3,634","4,381","3,136","2,383","2,105"
男,日本人人口,2022年10月1日現在,,北海道,"2,407",76,92,102,109,114,111,118,137,155,188,181,161,160,169,200,134,102,100
男,日本人人口,2022年10月1日現在,,青森県,565,17,21,24,26,23,23,26,31,36,42,42,39,42,44,50,32,24,22
男,日本人人口,2022年10月1日現在,,岩手県,566,17,22,25,26,23,24,26,31,36,42,41,39,41,44,48,31,25,25
男,日本人人口,2022年10月1日現在,,宮城県,"1,100",37,46,49,52,61,57,58,68,76,86,81,71,71,74,84,53,40,38
男,日本人人口,2022年10月1日現在,,秋田県,438,12,15,18,18,15,16,18,23,28,32,30,29,34,38,42,27,21,22
男,日本人人口,2022年10月1日現在,,山形県,502,16,20,22,24,21,21,23,28,32,36,34,32,36,39,45,28,22,24
男,日本人人口,2022年10月1日現在,,福島県,878,28,35,37,41,37,39,44,51,57,65,62,60,65,69,75,45,35,34
男,日本人人口,2022年10月1日現在,,茨城県,"1,380",45,55,61,65,65,64,69,81,91,110,108,91,86,94,110,79,59,47
男,日本人人口,2022年10月1日現在,,栃木県,930,31,38,42,44,41,43,48,57,63,75,72,61,60,65,75,50,36,30
男,日本人人口,2022年10月1日現在,,群馬県,914,30,36,41,45,42,41,44,51,59,73,73,60,57,61,73,54,39,34
男,日本人人口,2022年10月1日現在,,埼玉県,"3,542",123,144,155,162,183,186,190,213,241,297,302,244,206,202,249,193,146,107
男,日本人人口,2022年10月1日現在,,千葉県,"3,024",105,122,132,138,158,157,160,182,203,249,255,206,176,174,216,167,126,97
男,日本人人口,2022年10月1日現在,,東京都,"6,595",237,263,261,262,383,461,432,463,493,557,562,477,376,317,372,279,211,190
男,日本人人口,2022年10月1日現在,,神奈川県,"4,459",155,180,192,202,248,257,244,272,305,372,392,330,264,233,285,219,169,140
男,日本人人口,2022年10月1日現在,,新潟県,"1,039",33,41,46,48,45,44,49,58,67,79,76,69,70,76,89,59,45,44
男,日本人人口,2022年10月1日現在,,富山県,485,16,19,21,23,22,22,23,26,31,40,39,31,30,31,40,30,21,19
男,日本人人口,2022年10月1日現在,,石川県,534,19,23,25,27,30,26,26,29,34,43,41,34,32,33,41,31,21,19
男,日本人人口,2022年10月1日現在,,福井県,361,13,16,18,19,16,17,18,20,23,27,26,23,24,24,30,19,15,15
男,日本人人口,2022年10月1日現在,,山梨県,385,13,15,17,19,19,18,18,21,23,28,30,27,26,27,31,22,17,16
男,日本人人口,2022年10月1日現在,,長野県,971,34,40,45,47,40,42,45,52,61,75,75,65,62,64,78,57,44,45
男,日本人人口,2022年10月1日現在,,岐阜県,916,32,39,44,46,43,39,42,50,57,72,71,60,57,59,75,54,41,36
男,日本人人口,2022年10月1日現在,,静岡県,"1,718",58,71,80,82,73,78,85,100,111,135,135,116,110,112,136,98,75,65
男,日本人人口,2022年10月1日現在,,愛知県,"3,601",140,160,172,174,196,201,205,226,244,296,297,243,204,189,233,179,137,106
男,日本人人口,2022年10月1日現在,,三重県,824,29,34,38,40,37,39,41,46,52,65,65,56,52,52,64,47,36,32
男,日本人人口,2022年10月1日現在,,滋賀県,676,27,32,35,36,37,34,35,41,45,54,52,43,39,39,48,34,25,22
男,日本人人口,2022年10月1日現在,,京都府,"1,185",41,49,53,59,74,64,58,65,73,92,93,77,69,66,89,67,51,45
男,日本人人口,2022年10月1日現在,,大阪府,"4,074",153,169,183,191,228,226,219,238,260,328,346,280,231,215,282,219,174,133
男,日本人人口,2022年10月1日現在,,兵庫県,"2,510",94,111,121,125,120,113,123,142,158,198,201,169,153,152,190,141,106,92
男,日本人人口,2022年10月1日現在,,奈良県,607,21,26,28,31,30,25,27,32,36,46,47,40,38,39,50,38,30,25
男,日本人人口,2022年10月1日現在,,和歌山県,423,15,18,19,20,17,17,19,23,25,32,32,28,28,29,36,26,20,18
男,日本人人口,2022年10月1日現在,,鳥取県,258,10,12,12,13,11,11,12,15,17,19,18,16,17,19,22,14,10,11
男,日本人人口,2022年10月1日現在,,島根県,314,12,14,15,16,13,13,14,17,19,23,21,19,21,23,28,18,13,16
男,日本人人口,2022年10月1日現在,,岡山県,881,34,39,42,44,46,43,44,50,55,68,65,53,52,55,68,51,37,36
男,日本人人口,2022年10月1日現在,,広島県,"1,312",50,59,64,65,65,63,66,76,84,105,101,82,78,80,99,75,53,48
男,日本人人口,2022年10月1日現在,,山口県,616,21,26,28,29,28,26,28,33,37,47,45,37,39,43,55,39,29,27
男,日本人人口,2022年10月1日現在,,徳島県,334,11,13,14,15,15,14,15,18,21,24,23,21,22,25,31,20,15,15
男,日本人人口,2022年10月1日現在,,香川県,444,16,19,21,22,19,18,21,25,28,35,33,27,27,29,37,26,19,19
男,日本人人口,2022年10月1日現在,,愛媛県,614,21,26,29,29,26,26,28,33,38,47,45,39,41,43,54,36,27,27
男,日本人人口,2022年10月1日現在,,高知県,317,10,12,14,15,14,13,13,17,20,24,23,20,21,23,29,20,15,15
